lat lon id secret server farm org.scrt fmt
38.814851 139.78781 137336405 809e76ec1a 48 1 809e76ec1a jpg
38.924363 139.872234 17211416 d3a6d02db7 13 1 d3a6d02db7 jpg
38.972781 139.832298 17211457 0044100b2c 14 1 0044100b2c jpg
38.919945 139.828433 17211511 cf3b2ce8fc 9 1 cf3b2ce8fc jpg
38.913135 139.897466 17211556 bad4f5a3ee 12 1 bad4f5a3ee jpg
38.9167 139.8966 17211714 4d59ef241a 12 1 4d59ef241a jpg
38.925428 139.86205 17211790 50dfc5c1a0 13 1 50dfc5c1a0 jpg
38.925038 139.863464 17211822 b9e383ecf3 13 1 b9e383ecf3 jpg
38.9244 139.87218 17215915 b2ec4fb9e4 10 1 b2ec4fb9e4 jpg
38.972856 139.832325 17959216 e5a89f1e3b 14 1 e5a89f1e3b jpg
38.798863 139.967923 1814491873 eb82256843 2408 3 10 photo
38.766487 140.05079 1814501473 30e87cefea 2113 3 27 photo
38.766595 140.050812 1814503819 0a4d424d0d 2326 3 31 photo
38.766651 140.050813 1814504955 cc5b7b1bb0 2158 3 22 photo
38.766588 140.05087 1814508475 5843709504 2340 3 19 photo
38.766767 140.050967 1814509347 a96d0d0239 2071 3 34 photo
38.766756 140.050924 1814519101 2e70bd082e 2372 3 18 photo
38.766773 140.050927 1814523425 f7a9d0ba9f 2403 3 27 photo
38.766782 140.050919 1814528727 aae5b2f2d2 2415 3 11 photo
38.766782 140.050919 1814531649 316f89fdd1 2375 3 32 photo
38.919742 139.833293 1814548665 3f6621a808 2227 3 19 photo
38.919307 139.833458 1814550823 f072029367 2198 3 17 photo
38.919303 139.833451 1814554289 ad379c7580 2178 3 24 photo
38.91927 139.833398 1814560927 cb4ebbdfbd 2368 3 21 photo
38.919256 139.833376 1814570585 af7c4f4c57 2322 3 98 photo
38.919253 139.83337 1814576265 72dbaea629 2097 3 22 photo
38.919252 139.833369 1814577697 7df6bfa866 2058 3 27 photo
38.919249 139.833365 1814581581 d09f7f2865 2050 3 20 photo
38.919245 139.833358 1814585947 6a98c4eaf7 2110 3 115 photo
38.919242 139.833353 1814591459 f114419c8c 2179 3 40 photo
38.919241 139.833351 1814593781 f4db783ae6 2280 3 46 photo
38.919238 139.833347 1814595561 5bd89a10ca 2341 3 67 photo
38.919237 139.833345 1814597759 ad073b64da 2128 3 166 photo
38.796923 139.977184 1815336268 4835c7934f 2341 3 21 photo
38.766503 140.050813 1815343942 29bf9af3c7 2070 3 12 photo
38.76659 140.050808 1815346266 7903009f7a 2168 3 27 photo
38.7666 140.050869 1815351182 a276105b9a 2062 3 18 photo
38.766765 140.050965 1815354204 5bceffea91 2167 3 24 photo
38.766757 140.050923 1815355818 a1d5a6a70b 2243 3 15 photo
38.766756 140.050924 1815359300 3cf0177f97 2157 3 22 photo
38.766782 140.05092 1815369400 87119e5f08 2177 3 17 photo
38.91967 139.833427 1815390740 c0f0bc5630 2245 3 42 photo
38.919271 139.8334 1815401738 9572543b7a 2337 3 24 photo
38.919269 139.833396 1815406764 58eb6d93b1 2009 3 27 photo
38.919253 139.833371 1815417890 9f9dd2be96 2200 3 20 photo
38.919243 139.833354 1815432526 a33266c088 2148 3 59 photo
38.918527 139.828492 1850102564 f99771fd03 2057 3 421b9178eb jpg
39.122263 139.990912 2096623406 132e7c741b 2020 3 cccf61173f jpg
38.776988 139.749752 220615782 ff1b591a14 81 1 ff1b591a14 jpg
38.776988 139.749752 220616117 aa2a9798f2 81 1 aa2a9798f2 jpg
38.776988 139.749752 220616403 90e685746f 60 1 90e685746f jpg
38.776988 139.749752 220616752 fa1db82959 70 1 fa1db82959 jpg
38.776988 139.749752 220617096 4362a24d63 60 1 4362a24d63 jpg
38.776988 139.749752 220617369 1f440027bd 80 1 1f440027bd jpg
38.776988 139.749752 220617705 1a8c51cd2e 81 1 1a8c51cd2e jpg
38.776988 139.749752 220618048 79d850a0df 70 1 79d850a0df jpg
38.776988 139.749752 220618213 caa1f5ea4e 78 1 caa1f5ea4e jpg
38.776988 139.749752 220618551 733ab971ee 83 1 733ab971ee jpg
38.776988 139.749752 220618820 cd8280d9f1 92 1 cd8280d9f1 jpg
38.776988 139.749752 220619162 18052195c0 80 1 18052195c0 jpg
38.776988 139.749752 220619474 44fd5d2141 78 1 44fd5d2141 jpg
38.776988 139.749752 220619868 a8ffd63f41 84 1 a8ffd63f41 jpg
38.776988 139.749752 220620187 db230cb34f 92 1 db230cb34f jpg
38.776988 139.749752 220620515 699b943500 87 1 699b943500 jpg
38.776988 139.749752 220621366 61fb74e308 79 1 61fb74e308 jpg
38.891307 139.823628 23960279 9738fd806b 18 1 9738fd806b jpg
38.891307 139.823628 23960324 e7beb9526f 18 1 e7beb9526f jpg
38.891307 139.823628 23960364 1a194eebdb 18 1 1a194eebdb jpg
39.10325 140.0542 2397397160 c88df2e4a9 2331 3 b068a48437 jpg
38.913007 139.947664 24026926 a88db8efae 18 1 a88db8efae jpg
38.913972 139.946453 24026947 f9b1d205d8 18 1 f9b1d205d8 jpg
38.913007 139.947664 24026951 12da638b02 18 1 12da638b02 jpg
38.91191 139.945997 24027523 df3c8d7e9a 18 1 df3c8d7e9a jpg
39.099533 140.051516 2910973511 696a6e6c43 3207 4 da15437dab jpg
39.130166 140.068316 2911813128 e0a2abbb39 3198 4 7bc6d812d8 jpg
39.10705 140.054916 2911816888 221e70b68d 3214 4 25a9034e3c jpg
39.097561 140.047874 3068225118 ce3f0a07da 3227 4 cca2ec0ae3 jpg
39.101958 140.045482 308747878 07582dec3e 119 1 07582dec3e jpg
39.101958 140.045482 308747948 6cd1a3c021 107 1 6cd1a3c021 jpg
39.11778 139.996799 34536055 f01e7d6554 23 1 f01e7d6554 jpg
39.11778 139.996799 34796720 e7cf71bcc3 23 1 e7cf71bcc3 jpg
38.916496 139.836902 364501579 4b8fdd4aba 164 1 4b8fdd4aba jpg
38.922024 139.846172 37037290 a0018fbb55 25 1 83 photo
38.922024 139.846172 37037305 05593e0c4e 21 1 28 photo
38.919657 139.832048 3891418683 5f732439bc 2539 3 1f8879fe7e jpg
39.072339 139.869411 393122244 8f82199155 188 1 8f82199155 jpg
38.861204 139.945993 401915130 86bdc6fcd5 127 1 86bdc6fcd5 jpg
39.053723 139.886754 401915179 2f96ddd343 155 1 2f96ddd343 jpg
38.995828 139.85225 416689532 9d3d98a668 188 1 38d36fef53 jpg
39.204124 139.8987 4776474411 16be68cb31 4115 5 5458a803f8 jpg
38.877002 139.910373 5742421466 5311d236eb 2335 3 19 photo
39.103216 140.021004 70847506 dde72e0672 20 1 dde72e0672 jpg
38.912293 139.836243 728996889 2f1be34b0e 1383 2 b7daa4578d jpg
38.922024 139.846172 77508524 193a7b4e32 9 1 35 photo
38.922024 139.846172 77508538 2d3b879e7a 9 1 21 photo
38.957462 139.826307 78011350 b4c590d5b3 37 1 b4c590d5b3 jpg
39.10995 139.972171 7818886090 77de70910e 8283 9 41f753f165 jpg
39.134987 139.944362 7849662594 a5d0d474f6 8437 9 aa0528a8bf jpg
38.904508 139.832407 82024908 56abda552f 38 1 56abda552f jpg
38.904508 139.832407 82025184 ec0c4cb59a 39 1 ec0c4cb59a jpg
